,Age,Work_Experience,Family_Size,Gender_Male,Ever_Married_Yes,Graduated_Yes,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,Spending_Score_High,Spending_Score_Low,Var_1_Cat_2,Var_1_Cat_3,Var_1_Cat_4,Var_1_Cat_5,Var_1_Cat_6,Var_1_Cat_7
1833,33,8.0,3.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1835,74,1.0,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1836,20,0.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1837,30,1.0,4.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1838,22,0.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1839,43,9.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1840,36,11.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1841,29,4.0,2.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1842,43,0.0,6.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1843,38,7.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1845,68,9.0,4.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1847,35,9.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1848,23,7.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1849,50,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1850,32,0.0,5.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1851,59,9.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1852,30,3.0,5.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1853,35,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1854,48,1.0,2.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1855,29,9.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1856,40,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1857,38,1.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1858,36,0.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1859,20,0.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1860,29,6.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1861,42,3.0,3.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1862,35,1.0,1.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1863,37,1.0,6.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1864,52,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1865,53,0.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1866,30,9.0,6.0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1867,65,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1868,23,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1869,32,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1870,36,9.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1871,27,1.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1872,36,0.0,2.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1873,37,12.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1874,29,0.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1875,29,0.0,5.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1876,27,1.0,6.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1877,35,2.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1878,40,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1879,37,6.0,4.0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1880,19,0.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1881,29,0.0,4.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1882,53,0.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1886,26,4.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1887,30,0.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1888,30,1.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1889,69,1.0,3.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1890,57,0.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1891,56,4.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1892,27,8.0,4.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1893,21,0.0,6.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1894,71,0.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1895,39,8.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1896,87,1.0,2.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1897,59,6.0,3.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1898,32,8.0,1.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1899,40,7.0,4.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1902,31,0.0,9.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1906,35,0.0,4.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1907,46,8.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1908,69,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1909,69,0.0,3.0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1910,45,3.0,5.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1911,38,0.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1912,39,5.0,3.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1914,23,2.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1915,58,0.0,6.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1916,84,0.0,2.0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1917,35,5.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1918,22,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1920,23,0.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1921,41,3.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1922,50,4.0,3.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1923,50,0.0,4.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1924,28,8.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1925,37,1.0,2.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1929,73,1.0,2.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1931,50,1.0,3.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1933,32,4.0,2.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1934,39,2.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1935,43,1.0,4.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1936,33,5.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1937,61,1.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1938,70,0.0,2.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1939,66,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1940,72,0.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1941,71,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1942,18,8.0,9.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1943,33,1.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1944,28,9.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1945,27,11.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1946,38,1.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1947,63,0.0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1948,70,0.0,3.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1949,26,10.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1950,36,1.0,2.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1951,47,0.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1952,28,9.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1953,26,1.0,5.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1955,20,1.0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1956,30,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1957,41,8.0,2.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1958,40,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1959,47,1.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1960,40,2.0,5.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1961,53,0.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1963,60,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1964,27,8.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1965,43,2.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1966,33,7.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1967,56,0.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1968,70,1.0,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1969,70,1.0,2.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1972,40,6.0,3.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1974,29,1.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1976,40,0.0,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1977,82,1.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1978,38,7.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1979,39,0.0,3.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1980,39,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1981,47,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1982,75,0.0,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1983,37,0.0,4.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1984,84,1.0,2.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1985,42,6.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1986,39,0.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,42,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1988,40,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1989,52,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1990,52,5.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1991,31,0.0,4.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1992,37,1.0,2.0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1993,27,3.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1994,35,4.0,4.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1995,79,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1996,28,1.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1997,31,0.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1998,88,0.0,3.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1999,51,4.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2001,53,0.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2002,43,8.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2003,55,0.0,2.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2004,35,4.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2005,25,1.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2006,58,6.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,32,1.0,6.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2008,49,1.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2009,53,9.0,2.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2010,31,9.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2011,39,1.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2012,42,1.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2013,20,1.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2014,50,1.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2015,26,0.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2016,46,1.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,30,0.0,2.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2018,60,6.0,2.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,84,0.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2021,63,6.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2022,38,0.0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2023,51,0.0,4.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2024,20,0.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2025,25,14.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2026,33,0.0,5.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2027,31,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2028,57,1.0,3.0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2029,42,1.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2030,40,2.0,5.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2031,66,0.0,3.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2032,21,0.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
2033,73,1.0,2.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2034,46,0.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2035,66,0.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2036,27,0.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2038,53,1.0,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2039,80,8.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2040,63,1.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2041,41,9.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2042,43,1.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2044,18,9.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2045,33,1.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2046,30,9.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2047,85,1.0,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2052,36,4.0,7.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2053,27,3.0,2.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2054,28,0.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2055,35,0.0,3.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2056,26,1.0,3.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2058,56,1.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2059,26,13.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2060,31,4.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2061,21,0.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2062,39,1.0,4.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2063,51,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2064,45,0.0,4.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2068,77,1.0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2070,33,7.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2071,29,1.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2073,43,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2074,18,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2075,53,3.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2076,28,3.0,3.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2077,43,1.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2078,31,1.0,3.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2080,65,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2081,33,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2082,49,0.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2083,33,1.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2084,53,6.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2085,47,7.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2086,31,1.0,7.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2087,52,1.0,4.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2090,30,1.0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2092,69,9.0,2.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2093,29,0.0,4.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2094,56,1.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2095,72,1.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2097,30,1.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2098,31,1.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2099,41,2.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2100,31,9.0,7.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2102,26,7.0,3.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
2105,20,1.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2106,41,4.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2108,63,1.0,3.0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2109,88,1.0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2111,55,1.0,4.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2113,32,1.0,2.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2114,38,0.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2115,62,1.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2116,18,1.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2117,67,1.0,2.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2118,42,9.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2119,45,0.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2120,46,0.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2121,20,2.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2122,41,0.0,3.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2123,35,7.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2124,52,6.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2125,63,1.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2126,51,5.0,3.0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2127,29,0.0,2.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2128,27,0.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2129,37,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2131,50,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2132,74,1.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2133,72,3.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2134,83,1.0,2.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2135,37,1.0,3.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2136,19,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2137,30,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2138,46,1.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2139,65,1.0,2.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2140,88,1.0,2.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2141,43,0.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2142,50,9.0,3.0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
2143,35,8.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2144,67,0.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2145,66,0.0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2146,39,3.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2148,32,8.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2149,40,6.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2150,88,0.0,3.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2151,30,8.0,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2152,32,1.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2153,43,1.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
